,Name,Main Title,Dynasty,Date,Comment
148,Caesarion,Prince/Pharaoh,Ptolemaic,47 BC–30 BC,He was the last king of the Ptolemaic dynasty of Egypt (reigned 44 BC – 30 BC). He was the son of Cleopatra VII and Julius Caesar. He was killed on the orders of Octavian. Full name: Ptolemy XV Philopator Philometor Caesar.
149,Charmian,Servant to Cleopatra,Ptolemaic,c. 1st century BC,A trusted servant and advisor to the historical Cleopatra VII of Egypt. Died with Cleopatra.
150,Chephren,Pharaoh,4th dynasty,,see Khafre
151,Cheops,Pharaoh,4th dynasty,,see Khufu
152,Cleomenes of Naucratis,Nomarch,Ptolemaic,c. 4th century BC,"A Greek of Naucratis in Egypt, was appointed by Alexander III of Macedon as nomarch of the Arabian district of Egypt and receiver of the tributes from all the districts of Egypt and the neighboring part of Africa (331 BC)."
153,Cleopatra I Syra,Queen,Ptolemaic,c. 204 BC – 176 BC,"Reigned 181 BC – 176 BC. She was the daughter of the Seleucid king Antiochus III and queen Laodice III. As part of a peace treaty, Antiochus III agreed to Cleopatra I marrying Ptolemy V (193 BC). Upon her Ptolemy V's death (181 BC), Cleopatra I ruled on behalf of her young son, Ptolemy VI."
154,Cleopatra II,Queen,Ptolemaic,c. 185 BC – 116 BC,"Reigned 169 BC – 145 BC, 130 BC – 127 BC, 124 BC – 116 BC. Cleopatra II was the daughter of Ptolemy V and Cleopatra I. She was the sister of, and later married, both Ptolemy VI (175 BC) and Ptolemy VIII (145 BC)."
155,Cleopatra III,Queen,Ptolemaic,161 BC – 101 BC,"Reigned 142 BC–131 BC and 127 BC – 101 BC. She was a daughter of Ptolemy VI and Cleopatra II. She married her uncle Ptolemy VIII. After the death of Ptolemy VIII (116 BC), Cleopatra III ruled with her eldest son Ptolemy IX and then with her second son Ptolemy X until Ptolemy X had her murdered."
156,Cleopatra IV,Queen,Ptolemaic,c.135 BC – 112 BC,"Cleopatra IV was the daughter of Ptolemy VIII and Cleopatra III. Cleopatra IV married her brother Ptolemy IX (c.119 BC), and later the Seleucid prince, Antiochus IX Cyzicenus. Cleopatra IV was executed at the orders of Antiochus VIII."
157,Cleopatra V Tryphaena,Queen,Ptolemaic,c. 95 BC – c. 57 BC,Cleopatra V was an illegitimate daughter of Ptolemy IX or a daughter of Ptolemy X. In 79 BC she married Ptolemy XII.
158,Cleopatra VI Tryphaena,Queen,Ptolemaic,c. 75 BC – c. 58 BC,She was an older sister of Cleopatra VII and a daughter of Ptolemy XII and Cleopatra V.
159,Cleopatra VII Philopator,Queen,Ptolemaic,69 BC–30 BC,"Reigned 51 BC – 30 BC and mistress of Julius Caesar and Mark Antony. Cleopatra ruled jointly with her father Ptolemy XII and later with her brothers, Ptolemy XIII and Ptolemy XIV, whom she married. She had relationships with Julius Caesar and Mark Antony."
160,Cleopatra Selene I,Queen,Ptolemaic,c.135 BC – 69 BC,"The daughter of the Egyptian king Ptolemy VIII and Cleopatra III. She was married to Ptolemy IX and later to the Seleucid kings, Antiochus VIII, Antiochus IX, and Antiochus X."
161,Cleopatra Selene II,Queen,Ptolemaic,40 BC – 6 AD,The only daughter of Cleopatra VII and Roman triumvir Mark Antony. She married King Juba II of Numidia. Sometimes called Cleopatra VIII.
162,Cleopatra Thea,"Ptolemaic Princess
Seleucid Queen",Ptolemaic,c. 2nd century BC,"A daughter of Ptolemy VI of Egypt and Cleopatra II. She ruled Syria from 125 BC after the death of Demetrius II Nicator. She eventually ruled in co-regency with her son Antiochus VIII Grypus, who poisoned her in 121 or 120 BC."
163,Dakhamunzu,Queen,18th dynasty,(fl. c. 14th century BC),"Also called Dahamunzu. An Egyptian queen known from the Hittite annals The Deeds of Suppiluliuma, which were composed by Suppiluliuma I's son Mursili II. The identity of this queen has not yet been established with any degree of certainty and Dakhamunzu has variously been identified as either Nefertiti, Meritaten or Ankhesenamen."
164,Dagi,Vizier,11th dynasty,(fl. c. 21st century BC),An Egyptian vizier of the 11th dynasty during the reign of Mentuhotep II.
165,Dedi,Magician,4th dynasty,(fl. c. 26th century BC),"A soothsayer and magician in an Ancient Egyptian tale set in the era of Khufu, one of a number of stories to be found in the Westcar Papyrus."
166,Dedumose I,Pharaoh,13th dynasty,(fl. c. mid-17th century BC),A Pharaoh of Egypt during the 13th dynasty. Also known as Tutimaios.
167,Dedumose II,Pharaoh,16th dynasty,(fl. c. mid-17th century BC),A native Egyptian king of the 16th Theban dynasty during the Second Intermediate Period. His Horus name was Djedneferre.
168,Demetrius the Fair,King of Cyrene,Ptolemaic,(c. 285 BC – c.249 BC),"Reigned 250 BC – c. 249 BC. He was a son of King Demetrius I of Macedon and Ptolemais. When the Cyrenaean king Magas died in 250 BC, his widow, Apama II summoned Demetrius from Macedonia to become king of Cyrenaica and marry her daughter Berenice II. Shortly after his marriage to Berenice, Demetrius and Apama became lovers. In a jealous rage, Berenice killed Demetrius. Also known as Demetrius the Handsome."
169,Den,Pharaoh,1st dynasty,(fl. c. 30th century BC),"He was the son of Queen Merneith. He was the first to use the title King of the Two Lands, and the first depicted as wearing the double crowns."
170,Didia,High Priest of Ptah,19th dynasty,(fl. c. mid-13th century BC),"High Priest of Ptah during the reign of the 19th dynasty pharaoh, Ramesses II. Didia succeeded his father Pahemnetjer into the office."
171,Djaty,Prince,4th dynasty,(fl. c. 26th century BC),"Djaty was a son of Queen Meresankh II and either pharaoh Djedefre or pharaoh Khafre. Also known as Djati, Zaty, Zati."
172,Djau,Vizier,6th dynasty,(fl. c. 23rd century BC),He was a member of an influential family from Abydos; his mother was the vizier Nebet. His two sisters Ankhesenpepi I and Ankhesenpepi II married Pharaoh Pepi I.
173,Djedefhor,Prince,4th dynasty,(fl. c. 26th century BC),He was a son of Pharaoh Khufu and brother of pharaohs Djedefre and Khafre. Also known as Hordjedef.
174,Djedefptah,Pharaoh,4th dynasty,,see Thamphthis
175,Djedefre,Pharaoh,4th dynasty,(fl. c. 26th century BC),"He reigned c. 2566 BC – c. 2558 BC, the son and immediate successor of Khufu. Djedefre was the first king to use the title Son of Ra, which is seen as an indication of the growing popularity of the cult of the solar god Ra. Also known as Radjedef."
176,Djedhor,Pharaoh,30th dynasty,(fl. c. 4th century BC),"He reigned 362–360 BC, the son and immediate successor of Nakhtnebef. Also known as Djedher, Takhos and Teos."
177,Djedi,Prince,4th dynasty,(fl. c. 26th century BC),He was a son of Rahotep and Nofret and nephew of the pharaoh Khufu.
178,Djediufankh,Priest,,,"An ancient Egyptian priest who lived between 2,000 and 4,000 years ago."
179,Djedkare Isesi,Pharaoh,5th dynasty,Reigned c. 2414 BC – c. 2375 BC,Built his pyramid at Saqqara instead of Abusir. Also referred to as Tancheres.
180,Djedkare Shemai,Pharaoh,7t dynasty,(fl. c. 22nd century BC),A 7th dynasty king of Egypt during the First Intermediate Period.
181,Djedkhonsuefankh,High Priest of Amun,21st dynasty,(fl. c. mid-11th century BC),High Priest of Amun in Thebes. He was a son of Pinedjem I and succeeded his brother Masaherta during a time of great turmoil in the city of Thebes.
182,Djedptahiufankh,Prophet of Amun,22nd dynasty,(fl. c. mid-10th century BC),Served as the 3rd or 4th Prophet of Amun and was the husband of Nestanebtishru (who was the daughter of Pinudjem II and Neskhons) during the reign of pharaoh Shoshenq.
183,Djefatnebti,Queen,3rd dynasty,(fl. c. 27th century BC),Probably a wife of the 3rd dynasty Egyptian king Huni.
184,Djefatsen,Princess,4th dynasty,(fl. c. 26th century BC),"A daughter of Nefermaat, the eldest son of pharaoh Sneferu and Itet."
185,Djehuti,Pharaoh,16th dynasty,(fl. c. late-17th century BC),An Egyptian pharaoh belonging to the Theban 16th dynasty based in Upper Egypt during the Second Intermediate period. Also called Djehuty Sekhemresementawy or Thuty.
186,Djehutihotep,Nomarch of Hermopolis Magna,12th dynasty,(fl. 20th-19th century BCE),He is mainly known for the fine decorations on his tomb depicting how colossal statues were transported.
187,Djehuty,General,18th dynasty,(fl. c. mid-15th century BC),A general under the Egyptian king Thutmosis III in the 18th dynasty. He led Egyptian forces in the capture of Joffa (modern Jaffa) in Canaan. Also referred to as Thuti or Thutii.
188,Djehutyemhat,King of Hermopolis Magna,25th dynasty,(fl. late-8th century BCE),"A local pharaoh at Hermopolis Magna, vassal of the 25th dynasty."
189,Djehutynakht,Nomarch of Hermopolis Magna,11th-12th dynasty,(fl. 21st-20th century BCE),"Known for his large funerary equipment, exhibited at the Boston Museum of Fine Arts."
190,Djer,Pharaoh,1st dynasty,(fl. c. 31st century BC),The second or third pharaoh of the 1st dynasty of Egypt.
191,Djeseretnebti,Queen,3rd dynasty,(fl. c. 27th century BC),"Wife of pharaoh Sekhemkhet from the 3rd dynasty. They were possibly the parents of pharaoh Khaba, Sekhemkhet's successor."
192,Djet,Pharaoh,1st dynasty,(fl. c. 30th century BC),"An Egyptian pharaoh of the 1st dynasty. Also referred to as Wadj, Zet, and Uadji or Uenephes."
193,Djoser,Pharaoh,3rd dynasty,(reigned c. 2668 BC – c. 2649 BC),"The best-known pharaoh of the 3rd dynasty of Egypt. He commissioned his official, Imhotep, to build the Step Pyramid for him at Saqqara. Also referred to as Netjerikhet, Tosarthros, Zoser, Dzoser, Zozer, Dsr, Djeser, Djésèr, Horus-Netjerikhet, and Horus-Netjerichet."
194,Double Falcon,King,Predynastic,(fl. c. 32nd century BC),Predynastic ruler of Lower Egypt.
195,Duaenhor,Prince,4th dynasty,(fl. c. 26th century BC),He was probably a son of Prince Kawab (son of Khufu) and Hetepheres II.
196,Duaenre,Vizier,4th dynasty,(fl. c. 26th century BC),Duaenre was the son of King Khafre and Queen Meresankh III.
197,Duatentopet,Queen,20th dynasty,(fl. c. mid-12th century BC),The wife of Pharaoh Ramesses IV and mother of Ramesses V.
198,Duathathor-Henuttawy,Princess / Queen,21st dynasty,(fl. c. early-11th century BC),"Probably the daughter of Ramesses XI, last king of the 20th dynasty, and queen Tentamun. She married Pinedjem I, the Theban High Priest of Amun who effectively ruled Upper Egypt during the reign of Ramesses XI."
199,Eratosthenes,Mathematician,Ptolemaic,c. 276 BC – c. 195 BC,"Eratosthenes was born in Cyrene (in modern-day Libya). He was the third chief librarian of the Great Library of Alexandria, the center of science and learning in the ancient world, and died in the capital of Ptolemaic Egypt."
200,Euclid,Mathematician,Ptolemaic,(fl. c. late 4th century BC),"A Greek mathematician, known as the ""Father of Geometry"". He was active in Alexandria during the reign of Ptolemy I. In his best-known work, Elements, Euclid deduced the principles of what is now called Euclidean geometry. Euclid also wrote on perspective, conic sections, spherical geometry, number theory, and rigor."
201,Eurydice,Queen,Ptolemaic,(fl. c. late 4th century BC),"A daughter of the Macedonian general Antipater and wife of Ptolemy, the son of Lagus, later Ptolemy I of Egypt. She married Ptolemy around 320 BC and was the mother of Ptolemy Keraunos, Meleager, Ptolemais and Lysandra."
202,Ganymedes,"Tutor of Arsinoe IV, Military Commander",Ptolemaic,(fl. c. 60 BC – 47 BC),"Tutor of Cleopatra VII's half-sister and rival, Arsinoë IV. During the civil war Ganymedes commanded Arsinoës' forces. In 47 BC Caesar won a decisive battle against Ganymedes who perished after fleeing the battle."
203,Gautseshen,Princess,21st dynasty,(fl. c. late-11th century BC),"An Egyptian priestess, daughter of Menkheperre, High Priest of Amun. Her mother was Princess Isetemkheb, a daughter of Pharaoh Psusennes I."
204,Gemenefkhonsbak,King of Tanis,25th dynasty,(fl. c. early-7th century BCE),A local pharaoh at Tanis after the fall of the Tanite 22nd dynasty.
205,Gilukhipa,Queen,18th dynasty,(fl. c. early-14th century BC),"A daughter of Shuttarna II, king of Mitanni. To assist with political relations between the two states, Gilukhipa was sent by Shuttarna II to Egypt to marry the 18th dynasty pharaoh Amenhotep III. Her name is sometimes written as Gilukhipa, Kilu-Hepa, or Kirgipa."
206,Hakor,Pharaoh,29th dynasty,reigned 393 BC – 380 BC,"Hakor overthrew his predecessor Psammuthes. Hakor revolted against his overlord, the Persian King Artaxerxes, and with the support of Athenian mercenaries held off the Persians in a three-year war between 385 and 383 BC."
207,Hannu,Egyptian noble,11th dynasty,21st to 20th century BC,"Served as m-r-pr ""majordomus"" under Mentuhotep II and Mentuhotep III."
208,Hapuseneb,High Priest of Amun,18th dynasty,fl. c. mid-15th century BC,High priest from the time of Hatshepsut.
209,Haremakhet,High Priest of Amun,25th dynasty,fl. 7th century BC,A son of Shabaka and High priest from the time of Tanutamani.
210,Harkhebi,Astronomer,Ptolemaic,fl. c. 3rd century BC,An astronomer who lived in Ptolemaic Egypt during the rule of the Ptolemaic dynasty.
211,Harkhuf,Governor,6th dynasty,fl. c. 23rd century BC,"Governor of Upper Egypt and overseer of caravans. His primary business was trade with Nubia, forging political bonds with local leaders and preparing the ground for an Egyptian expansion into Nubia. Also known as Herkhuf or Hirkhuf."
212,Harsiese,High Priest of Ptah,21st dynasty,fl. c. late-11th century BC,He was a contemporary of Pharaoh Psusennes I.
213,Harsiese Hedjkheperre Setepenamun,Pharaoh,23rd dynasty,fl. c. mid-9th century BC,King of Thebes during the early years of the reign of 22nd dynasty pharaoh Osorkon II.
214,Harsiese,High Priest of Amun,22nd dynasty,fl. c. late-9th century BC,"A High Priest of Amun during the reigns of the pharaohs Osorkon II, Shoshenq III and Pedubast I."
215,Harsiotef,King of Meroe,,fl. c. early 4th-century BC,A Kushite King of Meroe (reigned c. 404 BC – c. 369 BC). Harsiotef was probably the son of Queen Atasamale and King Amanineteyerike. His wives were Batahaliye and probably Pelkha.
216,Harwa,Chief Steward,25th dynasty,ca 8th century BC,"Chief Steward of Amenirdis I. His tomb, TT37, is located in El-Assasif, part of the Theban Necropolis, on the West Bank of the Nile, opposite to Luxor."
217,Hatshepsut,Pharaoh,18th dynasty,reigned c. 1479 BC – c. 1458 BC,Wife of Tuthmose II. Served as regent for her stepson Tuthmose III and eventually had herself depicted as Pharaoh.
218,Hatshepsut-Merytre,Queen,18th dynasty,,see Merytre-Hatshepsut
219,Hedjetnebu,Princess,5th dynasty,fl. c. 24th century BC,Her father was Pharaoh Djedkare. Also known as Hedjetnub.
220,Hekenuhedjet,Queen,4th dynasty,fl. c. 26th century BC,Wife of Pharaoh Khafre. Her son was the vizier Sekhemkare.
221,Hemaka,Royal Seal-bearer,1st dynasty,fl. c. 30th century BC,An important official during the long reign of Pharaoh Den.
222,Hemetre,Princess,4th dynasty,fl. c. 26th century BC,"She may have been a daughter or granddaughter of Khafre. She did not hold the title king's wife. She is mainly known from her tomb, which is located in the central field of Giza."
223,Hemiunu,Prince,4th dynasty,fl. c. 26th century BC,"A son of Prince Nefermaat and his wife Itet. He is believed to be the architect of the Great Pyramid of Giza, Egypt."
224,Henutmehyt,Priestess,19th dynasty,fl. c. mid-13th century BC,An Egyptian Theban priestess who lived during the 19th dynasty.
